"expedition_name"	"latitude"	"longitude"	"lower_elevation"	"upper_elevation"	"locality_id"	"collector_number"	"species_epithet"	"habitat1"	"flower_color"	"phyllotaxy"	"tube_lo"	"tube_hi"	"meantube"	"beak_lo"	"beak_hi"	"meanbeak"	"nectar"	"beehav"	"stigmapos"	"habitat2"	"microhabitat"	"plant_description"	"locality_habitat"					
"1998 W Sichuan (A, KUN)"	28.59	99.84	4250	4600	99	29147	"elwesii"	"scrub"	"red"	1	10		10	1		1	0	1	"T-lateral"		"Growing around shrubs at 4400 m"	"Corolla pink-purple"	"Alpine meadows and vegetated slopes and scree"					
"1998 W Sichuan (A, KUN)"	28.57	99.81	4280	4600	100	29181	"dolichocymba"	"scrub"	"yellow, red"	1	14		14	0		0	0	1	"A-base"		"Protected side of ridge crest just before Rhododendron thicket"	"Growing under Rhododendron and Salix"	" plants from a woody, stolon producing tuber"	" galea dark purple, lower corolla lobes yellowish, tube white at base"	"Grazed meadows, Rhododendron thickets and limestone scree slopes"			
"1998 W Sichuan (A, KUN)"	28.57	99.81	4280	4600	100	29154	"superba"	"meadow"	"red"	0	15	30	22.5	2	4	3	0	1	"DA"		"Steep, open slope"	"Corolla pink to purple"	"Grazed meadows, Rhododendron thickets and limestone scree slopes"					
"1998 W Sichuan (A, KUN)"	28.62	99.82	3700	3800	101	29266	"siphonantha"	"meadow"	"red, white"	1	40	70	55	11		11	0	1	"T-lateral"		"Meadow margins"	"Corolla purple, base of corolla lobes white"	"Cut over mixed conifer-Quercus forest and adjacent open, grazed meadows along Dongwang River"					
"1998 W Sichuan (A, KUN)"	28.62	99.82	3700	3800	101	29272	"steiningeri"	"scrub"	"yellow"	1	12		12	0		0	1	0	"DA"		"Cut over slope above river"	"Corolla yellow"	"Cut over mixed conifer-Quercus forest and adjacent open, grazed meadows along Dongwang River"					
"1998 W Sichuan (A, KUN)"	28.62	99.82	3700	3800	101	29273	"rex"	"scrub"	"yellow, red"	0	20	25	22.5	0		0	1	1	"DT"		"Cut over slope above river"	"Corolla creamy-pale yellow, lobes turning purplish"	"Cut over mixed conifer-Quercus forest and adjacent open, grazed meadows along Dongwang River"					
"2000 Tibet (A & KUN)"	27.62	99.64	3890	0	110	29363	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing among Rhododendron"	"Plant dark purple"	"Meadows and cut over slopes, conifer forests, Rhododendron thickets and bogs around lake"					
"2000 Tibet (A & KUN)"	27.62	99.64	3890	0	110	29365	"lutescens"	"scrub"	"yellow"	0	8	10	9	0		0	1	0	"DA"		"Growing among Rhododendron"	"Flowers pale yellow with brown flecks on corolla"	"Meadows and cut over slopes, conifer forests, Rhododendron thickets and bogs around lake"					
"2000 Tibet (A & KUN)"	27.62	99.64	3890	0	110	29367	"axillaris"	"scrub"	"red, white"	1	12		12	1		1	0	1	"VA"		"Growing under Rhododendron"	"Flowers purple, tube white"	" roots orange"	"Meadows and cut over slopes, conifer forests, Rhododendron thickets and bogs around lake"				
"2000 Tibet (A & KUN)"	27.62	99.64	3890	0	110	29368	"elwesii"	"scrub"	"red"	1	10		10	1		1	0	1	"T-lateral"		"Growing under Rhododendron"	"Flowers purple"	"Meadows and cut over slopes, conifer forests, Rhododendron thickets and bogs around lake"					
"2000 Tibet (A & KUN)"	29.26	98.68	4200	4300	112	29372	"lachnoglossa"	"scrub"	"red"	1	11		11	4		4	0	1	"VA"		"Amongst dwarf Rhododendron"	"Tube pink, galea purple"	"Scattered dwarf Quercus and Rhododendron thickets"					
"2000 Tibet (A & KUN)"	29.26	98.68	4200	4300	112	29373	"elwesii"	"scrub"	"white, red"	1	10		10	1		1	0	1	"T-lateral"		"Amongst dwarf Rhododendron"	"Tube white, rest of corolla purple"	"Scattered dwarf Quercus and Rhododendron thickets"					
"2000 Tibet (A & KUN)"	29.26	98.68	4200	4300	112	29374	"rupicola"	"scrub"	"red"	0	10		10	0		0	1	0	"DT"		"Amongst dwarf Rhododendron"	"Flowers pink-purple"	"Scattered dwarf Quercus and Rhododendron thickets"					
"2000 Tibet (A & KUN)"	29.26	98.68	4200	4300	112	29377	"przewalskii"	"scrub"	"red"	1	30	35	32.5	5	6	5.5	0	1	"VA"		"Amongst dwarf Rhododendron"	"Flowers pink-purple, tube pale"	"Scattered dwarf Quercus and Rhododendron thickets"					
"2000 Tibet (A & KUN)"	29.26	98.68	4200	4300	112	29386	"integrifolia"	"scrub"	"red, white"	0	20		20	15		15	0	1	"VA"		"Growing mostly among Quercus"	"Corolla purple with white tube"	"Scattered dwarf Quercus and Rhododendron thickets"					
"2000 Tibet (A & KUN)"	29.75	98.59	4100	4200	114	29409	"integrifolia"	"meadow"	"red, white"	0	20		20	15		15	0	1	"VA"		"Kobresia meadow"	"Corolla pink-purple, tube white"	"Mostly Kobresia meadows but scattered clumps of Picea, Juniperus and occasional Quercus"					
"2000 Tibet (A & KUN)"	29.75	98.59	4100	4200	114	29414	"rupicola"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"		"Kobresia meadow"	"Corolla pink"	"Mostly Kobresia meadows but scattered clumps of Picea, Juniperus and occasional Quercus"					
"2000 Tibet (A & KUN)"	29.75	98.59	4100	4200	114	29417	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Kobresia meadow and amongst shrubs"	"Corolla yellow"	"Mostly Kobresia meadows but scattered clumps of Picea, Juniperus and occasional Quercus"					
"2000 Tibet (A & KUN)"	29.7	98.53	4400	4500	116	29436	"przewalskii"	"meadow"	"red"	1	30	35	32.5	5	6	5.5	0	1	"VA"			"Flowers purple with paler tube"	"Heavily grazed Kobresia and Carex meadows with Polygonum, Potentilla"					
"2000 Tibet (A & KUN)"	29.7	98.53	4400	4500	116	29437	"pheulpinii"	"meadow"	"red"	0	7		7	5		5	0	1	"VA"		"Associated with Kobresia"	"Flowers purple"	"Heavily grazed Kobresia and Carex meadows with Polygonum, Potentilla"					
"2000 Tibet (A & KUN)"	29.71	98	5100	5300	120	29447	"oederi"	"meadow"	"yellow"	1	12	16	14	0		0	1	0	"DA"			"Corolla yellow, galea dark at tip with a maroon spot in middle"	"Scree slopes, rocky vegetated slopes and adjacent level area at pass"					
"2000 Tibet (A & KUN)"	29.71	98	5100	5300	120	29452	"rupicola"	"gravel"	"red"	0	10		10	0		0	1	0	"DT"		"Scree slope"	"Corolla pink with dark stripes on lower lip"	"Scree slopes, rocky vegetated slopes and adjacent level area at pass"					
"2000 Tibet (A & KUN)"	29.71	98	5100	5300	120	29472	"tatsienensis"	"meadow"	"red"	0	12		12	2	3	2.5	0	0	"DA"		"Around small pond at pass"	"Flowers purple - only a single plant"	"Scree slopes, rocky vegetated slopes and adjacent level area at pass"					
"2000 Tibet (A & KUN)"	29.71	98	5100	5300	120	29473	"przewalskii"	"gravel"	"red"	1	30	35	32.5	5	6	5.5	0	1	"VA"		"Scattered on slopes and level areas around pass"	"Corolla purple"	" tube variable in length within a population"	"Scree slopes, rocky vegetated slopes and adjacent level area at pass"				
"2000 Tibet (A & KUN)"	29.71	98	5100	5300	120	29474	"merrilliana"	"meadow"	"red"	1	10	12	11	0		0	1	0	"DA"		"Scattered around springhead and small stream"	"Corolla purple"	"Scree slopes, rocky vegetated slopes and adjacent level area at pass"					
"2000 Tibet (A & KUN)"	29.65	98.13	4300	0	121	29498	"lachnoglossa"	"scrub"	"red"	1	11		11	4		4	0	1	"VA"		"Steep dry slope around shrubs"	"Corolla purple with paler tube"	"Seepages, dry steep slopes and level areas along river"					
"2000 Tibet (A & KUN)"	29.65	98.13	4300	0	121	29499	"kansuensis"	"gravel"	"red"	0	10	12	11	0		0	1	0	"DT"		"Rocky alluvial area near river"	"Corolla purple"	"Seepages, dry steep slopes and level areas along river"					
"2000 Tibet (A & KUN)"	29.65	98.13	4300	0	121	29500	"elwesii"	"scrub"	"red, white"	1	10		10	1		1	0	1	"T-lateral"		"Wet, dark, mucky soil in seepage area at base of steep, dry slope"	"Corolla purple with white throat"	"Seepages, dry steep slopes and level areas along river"					
"2000 Tibet (A & KUN)"	29.65	98.13	4300	0	121	29501	"rupicola"	"scrub"	"red"	0	10		10	0		0	1	0	"DT"		"Dry, steep slope around shrubs"	"Corolla light purple"	"Seepages, dry steep slopes and level areas along river"					
"2000 Tibet (A & KUN)"	29.65	98.13	4300	0	121	29505	"densispica"	"scrub"	"red, yellow"	0	6	8	7	0		0	1	1	"DA"		"Margins of thickets in moist to wet areas in seepages at base of steep, dry slope"	"Lower lip pink, gale yellow, throat white"	"Seepages, dry steep slopes and level areas along river"					
"2000 Tibet (A & KUN)"	29.65	98.13	4300	0	121	29506	"longiflora"	"scrub"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Moist to wet areas in seepages at base of steep, dry slope"	"Corolla yellow, with two red spots on lower lip"	"Seepages, dry steep slopes and level areas along river"					
"2000 Tibet (A & KUN)"	30.68	97.26	3950	0	124	29531	"axillaris"	"forest"	"red, white"	1	12		12	1		1	0	1	"VA"		"Edge of Picea forest at base of slope"	"Galea pink with white lower lip and tube"	"Ravine on steep slope with small stream flowing through center"	" Picea forest on slope and mostly cleared area in center of ravine"				
"2000 Tibet (A & KUN)"	30.68	97.26	3950	0	124	29532	"anthemifolia"	"forest"	"red"	0	10		12.5	0		0	1	0	"VA"		"Towards edge of stream on gentle slope"	"Corolla pink"	"Ravine on steep slope with small stream flowing through center"	" Picea forest on slope and mostly cleared area in center of ravine"				
"2000 Tibet (A & KUN)"	30.68	97.26	3950	0	124	29535	"rhinanthoides"	"forest"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Near stream"	"Corolla purple with white throat and tube"	"Ravine on steep slope with small stream flowing through center"	" Picea forest on slope and mostly cleared area in center of ravine"				
"2000 Tibet (A & KUN)"	31.05	97.23	3070	0	129	29558	"scolopax"	"meadow"	"yellow"	0	10		10	3		3	0	1	"VA"		"Open slope amongst grasses"	"Corolla pale yellow with galea darker yellow"	"Xeric slope above river"	" shrubs, herbs and grasses dominant"				
"2000 Tibet (A & KUN)"	30.16	97.32	4650	4760	130	29589	"anthemifolia"	"meadow"	"red"	0	10		12.5	0		0	1	0	"VA"		"Kobresia meadow and around shrubs on ridge crest at 4750 m"	"Corolla purple"	"Steep, gravely slope on S side of pass and grass-Kobresia meadow at crest of limestone ridge with shrubs of Potentilla, Sibiraea, Rhododendron and Salix"					
"2000 Tibet (A & KUN)"	30.16	97.32	4650	4760	130	29591	"elwesii"	"meadow"	"red"	1	10		10	1		1	0	1	"T-lateral"		"Kobresia meadow and around shrubs of Rhododendron and Salix on ridge crest at 4750 m"	"Corolla purple"	"Steep, gravely slope on S side of pass and grass-Kobresia meadow at crest of limestone ridge with shrubs of Potentilla, Sibiraea, Rhododendron and Salix"					
"2000 Tibet (A & KUN)"	30.16	97.32	4650	4760	130	29583	"pheulpinii"	"meadow"	"red"	0	7		7	5		5	0	1	"VA"		"Kobresia meadow on ridge crest at 4750 m"	"Corolla purple"	"Steep, gravely slope on S side of pass and grass-Kobresia meadow at crest of limestone ridge with shrubs of Potentilla, Sibiraea, Rhododendron and Salix"					
"2000 Tibet (A & KUN)"	30.16	97.32	4650	4760	130	29584	"plicata"	"gravel"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"		"Common but scattered in rocky areas amongst Salix at ca. 4750 m"	"Corolla pale yellow"	"Steep, gravely slope on S side of pass and grass-Kobresia meadow at crest of limestone ridge with shrubs of Potentilla, Sibiraea, Rhododendron and Salix"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29623	"anthemifolia"	"scrub"	"red"	0	10		12.5	0		0	1	0	"VA"		"Around shrubs"	"Corolla pink-purple"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29625	"elwesii"	"scrub"	"red"	1	10		10	1		1	0	1	"T-lateral"		"Openings and around shrubs"	"Flowers ranging from light pink to purple in population"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29626	"fetisowii"	"scrub"	"red, white"	0	8	12	10	8		8	0	1	"DT"		"Mostly growing in open"	"Corolla dark purple with white throat"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29632	"alaschanica"	"meadow"	"yellow"	0	13		22.5	2	3	2.5	1	0	"DA"		"Open slope"	"Corolla yellow with galea darker yellow"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29621	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Open, grassy area"	"Corolla yellow with galea and throat darker yellow"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29634	"trichocymba"	"scrub"	"yellow"	1	16	20	18	2		2	0	1	"DA"		"Associated with shrubs"	"Corolla yellow"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29635	"lachnoglossa"	"scrub"	"red"	1	11		11	4		4	0	1	"VA"		"Associated with shrubs"	"Corolla pink"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29636	"lyrata"	"scrub"	"yellow"	0	7	10	8.5	0		0	1	0	"DA"		"Open areas"	"Corolla pale yellow"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	30.17	97.33	4100	4300	131	29637	"kansuensis"	"scrub"	"red"	0	10	12	11	0		0	1	0	"DT"		"Open areas"	"Corolla pale pink"	"Dry ravine with shrubs of Sibiraea, Salix, Spiraea, Potentilla, Lonicera, Juniperus, Caragana, Berberis and Picea"					
"2000 Tibet (A & KUN)"	29.51	96.74	3950	0	132	29681	"mollis"	"scrub"	"red"	0	4		4	0		0	1	0	"DT"			"Corolla dark reddish purple"	"Moist, open slope along N side of  Rawu Lake"					
"2000 Tibet (A & KUN)"	29.51	96.74	3950	0	132	29686	"longiflora"	"scrub"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Seepy area on gentle slope in dark, mucky soil"	"Corolla yellow with two dark red spots on lower lip"	"Moist, open slope along N side of  Rawu Lake"					
"2000 Tibet (A & KUN)"	29.32	97.03	4810	0	133	29710	"rhizomatosa"	"meadow"	"red, white"	1	10		10	5	6	5.5	0	1	"VA"			"Corolla pink with white throat and dark galea"	"Alpine meadows at pass between Baxoi (Paksho) and Chayu (Zayü) Xian"					
"2000 Tibet (A & KUN)"	29.32	97.03	4810	0	133	29711	"oederi"	"meadow"	"yellow, red"	1	12	16	14	0		0	1	0	"DA"			"Corolla yellow"	" apex of galea with purple spot"	"Alpine meadows at pass between Baxoi (Paksho) and Chayu (Zayü) Xian"				
"2000 Tibet (A & KUN)"	29.32	97.03	4810	0	133	29712	"verticillata"	"meadow"	"red"	0	6	9	7.5	0		0	1	0	"DT"			"Corolla pink purple"	"Alpine meadows at pass between Baxoi (Paksho) and Chayu (Zayü) Xian"					
"2000 Tibet (A & KUN)"	29.38	96.89	4400	0	134	29704	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Wet places near Salix"	"Plants scattered"	" roots difficult to dig because of association with shrubs"	" corolla purple with white throat"	"Grazed meadows with springs and seepages"			
"2000 Tibet (A & KUN)"	29.67	96.78	4480	4650	136	29716	"rupicola"	"scrub"	"red"	0	10		10	0		0	1	0	"DT"		"Open area in gravelly soil on slope"	"Corolla pink"	"Grazed slopes with Juniperus, Rhododendron, Salix and Potentilla glabra"					
"2000 Tibet (A & KUN)"	29.6	96.39	3480	0	145	29939	"pectinatiformis"	"scrub"	"red, white"	0	10		10	10		10	0	1	"VA"		"Under Shrubs"	"In very large clumps"	" roots in large masses, fleshy"	" corolla purple, throat white"	" leaves with limey secretions on margins"	"Base of steep cliffs in cut over area and in clearing"	" soil derived from granite boulders at base of cliff"	
"2000 Tibet (A & KUN)"	29.75	96.71	4280	0	147	29976	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Grassy bank of stream"	"Corolla pink purple, throat white"	"Moist to wet meadows and seepages and around springs and adjacent xeric slopes"					
"2000 Tibet (A & KUN)"	29.75	96.71	4280	0	147	29981	"alaschanica"	"meadow"	"yellow"	0	13		22.5	2	3	2.5	1	0	"DA"		"Meadow in dark, hard packed soil"	"Corolla pale yellow, galea darker yellow"	"Moist to wet meadows and seepages and around springs and adjacent xeric slopes"					
"2000 Tibet (A & KUN)"	30.69	97.26	3900	0	148	29982	"pseudomelampyriflora"	"scrub"	"red, white"	0	9	12	10.5	9	12	10.5	1	0	"DT"			"Plants to 50 cm tall"	" corolla pink, lip white with purple veins"	"Steep, dry, stony slope with sparse, xerophytic shrub and herb vegetation"				
"2000 Tibet (A & KUN)"	31.21	96.11	3975	0	149	29983	"mollis"	"scrub"	"red"	0	4		4	0		0	1	0	"DT"		"Around various herbs"	"Only three plants"	" flowers dark reddish purple"	"Steep, clay-gravel bank above river with sparse, xeric herb and shrub vegetation"				
"2000 Tibet (A & KUN)"	31.8	92.83	4300	0	151	29998	"cheilanthifolia"	"meadow"	"white"	0	11	14	12.5	0		0	1	0	"DA"		"With grasses on slope"	"Corolla white, lower lip with dark stripes"	"Limestone cliffs and slopes at base"	" ungrazed, fenced off area"				
"2000 Tibet (A & KUN)"	31.8	92.83	4300	0	151	30000	"anthemifolia"	"meadow"	"red"	0	10		12.5	0		0	1	0	"VA"		"On slope among various herbs"	"Corolla pink"	"Limestone cliffs and slopes at base"	" ungrazed, fenced off area"				
"2000 Tibet (A & KUN)"	30.03	91.27	4000	0	153	30014	"anas"	"meadow"	"red, white"	0	7		7	1		1	1	0	"DA"		"Edge of field"	"Corolla pink purple, throat white"	"Ungrazed area between road and cultivated field of Hordeum"	" soil moist, dark, clay loam"				
"2000 Tibet (A & KUN)"	30.03	91.27	4000	0	153	30015	"oliveriana"	"meadow"	"red, white"	0	6	7	6.5	8		8	0	1	"A-lateral"			"Leaves ascending"	" corolla purple, throat white"	"Ungrazed area between road and cultivated field of Hordeum"	" soil moist, dark, clay loam"			
"2000 Tibet (A & KUN)"	30.03	91.27	4000	0	153	30016	"globifera"	"meadow"	"yellow"	0	12		12	1		1	1	0	"DT"			"Wetter areas"	" corolla yellow, galea darker yellow"	"Ungrazed area between road and cultivated field of Hordeum"	" soil moist, dark, clay loam"			
"2000 Tibet (A & KUN)"	29.89	93.66	3275	0	155	30040	"oliveriana"	"forest"	"red, white"	0	6	7	6.5	8		8	0	1	"A-lateral"		"Thicket on slope"	"Corolla purple, throat and tube white"	"Secondary forest of Quercus with Desmodium, Lonicera, Berberis, Sorbaria"					
"2000 Tibet (A & KUN)"	30.01	93.92	3500	0	157	30105	"pectinatiformis"	"forest"	"red, white"	0	10		10	10		10	0	1	"VA"		"Edge of forest"	"Corolla pink purple, base of galea white"	"Cut over mixed broad leaved deciduous-mixed conifer forest and interspersed boggy meadows"					
"2000 Tibet (A & KUN)"	30.01	93.92	3500	0	157	30106	"fletcheri"	"forest"	"white, red"	1	22		22	3		3	0	1	"DA"		"Wet areas in forest"	"Corolla white, gale purple with purple spot at base of lower lip"	"Cut over mixed broad leaved deciduous-mixed conifer forest and interspersed boggy meadows"					
"2000 Tibet (A & KUN)"	29.61	94.65	4500	4600	159	30143	"bella"	"meadow"	"red"	1	28	34	31	1		8	0	1	"DA"		"Grazed, grassy areas"	"Corolla purple"	"Alpine meadows and dwarf shrub community on stony soil and boulder fields"					
"2000 Tibet (A & KUN)"	29.61	94.65	4500	4600	159	30144	"elwesii"	"meadow"	"red"	1	10		10	1		1	0	1	"T-lateral"		"Grazed, grassy areas"	"Corolla purple"	"Alpine meadows and dwarf shrub community on stony soil and boulder fields"					
"2000 Tibet (A & KUN)"	29.61	94.65	4500	4600	159	30145	"chumbica"	"meadow"	"red"	0	15	18	16.5	6.5		6.5	0	1	"VA"		"Grazed, grassy areas"	"Corolla pink"	"Alpine meadows and dwarf shrub community on stony soil and boulder fields"					
"2000 Tibet (A & KUN)"	29.61	94.65	4500	4600	159	30147	"trichoglossa"	"meadow"	"red"	1	10		10	5		5	0	1	"VT"		"Around Rhododendron and in grassy, grazed areas"	"Corolla purple"	"Alpine meadows and dwarf shrub community on stony soil and boulder fields"					
"2000 Tibet (A & KUN)"	29.6	94.41	2975	0	160	30181	"fletcheri"	"meadow"	"white, red"	1	22		22	3		3	0	1	"DA"		"Moist, open areas around seeps on slope above small stream"	"Corolla white with purple galea and with purple spot on lower lip"	"Roadside and gravel area along Niyang He (river)"					
"1995 Qinghai (CAS,"	32.26	96.33	4100	4200	165	26594	"ternata"	"scrub"	"red"	0	16		16	0		0	1	0	"DT"		"Under shrubs"	" 4200 m"	"Corolla purple"	"Narrow gorge through steep, limestone cliffs"				
"1995 Qinghai (CAS,"	32.26	96.33	4100	4200	165	26595	"oederi"	"scrub"	"yellow"	1	12	16	14	0		0	1	0	"DA"		"In mosses under Rhododendron"	" 4200 m"	"Corolla yellow"	"Narrow gorge through steep, limestone cliffs"				
